,comp,region_idx,diff,tstat,pvalue,signif
21673,2,412,baseline_2_early_learning,0.4759915192368689,0.6354109495933602,0
21674,2,412,baseline_2_late_learning,0.62583130418967,0.5332526197296867,0
21677,2,412,early_learning_2_late_learning,0.16901517376775216,0.8662222471295478,0
21682,2,413,baseline_2_early_learning,0.3107411450095677,0.7568262881898117,0
21683,2,413,baseline_2_late_learning,0.5233368508786405,0.6022235173342194,0
21686,2,413,early_learning_2_late_learning,0.16845185911253602,0.8666638568827472,0
21691,2,414,baseline_2_early_learning,1.1454484445654454,0.25552577152776124,0
21692,2,414,baseline_2_late_learning,1.5315787092606843,0.1296724025165284,0
21695,2,414,early_learning_2_late_learning,0.42113650188981144,0.6748136188951721,0
21700,2,415,baseline_2_early_learning,0.4526644606492445,0.6520469349590967,0
21701,2,415,baseline_2_late_learning,0.43165599467925975,0.6671822700920703,0
21704,2,415,early_learning_2_late_learning,-0.019089457316409927,0.9848184890130737,0
21709,2,416,baseline_2_early_learning,0.7303274574920974,0.46737797648603163,0
21710,2,416,baseline_2_late_learning,0.5014552039209116,0.6174631980761626,0
21713,2,416,early_learning_2_late_learning,-0.15338330337150913,0.8784921384735987,0
21718,2,417,baseline_2_early_learning,-0.8562313328333484,0.39449264161007125,0
21719,2,417,baseline_2_late_learning,0.2215033836895068,0.8252793721969683,0
21722,2,417,early_learning_2_late_learning,1.0620113772011044,0.2915076805423569,0
21727,2,418,baseline_2_early_learning,2.4061352043012563,0.01848882463437778,1
21728,2,418,baseline_2_late_learning,1.1992463683668009,0.23406260600502293,0
21731,2,418,early_learning_2_late_learning,-1.1044207027704653,0.2728060293063496,0
21736,2,419,baseline_2_early_learning,-1.2526958145812677,0.2140591326324943,0
21737,2,419,baseline_2_late_learning,0.19676494155034788,0.8445232823500343,0
21740,2,419,early_learning_2_late_learning,1.4896513184727807,0.14034854431262908,0
21745,2,420,baseline_2_early_learning,0.1576030555486331,0.8751768749328155,0
21746,2,420,baseline_2_late_learning,-0.9593979211651564,0.3403228546771728,0
21749,2,420,early_learning_2_late_learning,-1.186274043928402,0.23911498052914762,0
21754,2,421,baseline_2_early_learning,0.06489689837048727,0.9484221292781494,0
21755,2,421,baseline_2_late_learning,0.7875021828672127,0.43337447109228844,0
21758,2,421,early_learning_2_late_learning,0.7450784330787621,0.45846351839257204,0
21763,2,422,baseline_2_early_learning,3.0109528324670536,0.0035083013112783934,1
21764,2,422,baseline_2_late_learning,2.237680929887917,0.028095265870698733,1
21767,2,422,early_learning_2_late_learning,-0.826760257017826,0.41089498519257894,0
21772,2,423,baseline_2_early_learning,0.35470046021213886,0.7237712294221414,0
21773,2,423,baseline_2_late_learning,0.9213713814172526,0.3596976228305673,0
21776,2,423,early_learning_2_late_learning,0.611202935480609,0.5428424231222586,0
21781,2,424,baseline_2_early_learning,1.5707627706367724,0.12028573796568873,0
21782,2,424,baseline_2_late_learning,1.1502057559828776,0.2535733708413585,0
21785,2,424,early_learning_2_late_learning,-0.3291903132424183,0.7428941431446043,0
21790,2,425,baseline_2_early_learning,0.4078940631447639,0.6844689197465403,0
21791,2,425,baseline_2_late_learning,0.49879269416730304,0.6193292219495028,0
21794,2,425,early_learning_2_late_learning,0.03775892724377533,0.9699763653479693,0
21799,2,426,baseline_2_early_learning,0.33626601292036146,0.7375732342202703,0
21800,2,426,baseline_2_late_learning,1.2002758656386088,0.2336649714328839,0
21803,2,426,early_learning_2_late_learning,0.7404641181500781,0.46124159525695385,0
21808,2,427,baseline_2_early_learning,0.7521919933792436,0.45419954952160246,0
21809,2,427,baseline_2_late_learning,1.6974194684607398,0.09360424006348161,0
21812,2,427,early_learning_2_late_learning,0.7940707010564675,0.42956353930104363,0
21817,2,428,baseline_2_early_learning,0.7279739550797777,0.4688092764387982,0
21818,2,428,baseline_2_late_learning,-0.38476864784478243,0.7014559613733408,0
21821,2,428,early_learning_2_late_learning,-0.9867933212925204,0.3267951782031068,0
21826,2,429,baseline_2_early_learning,1.908498610734062,0.06000588649735434,0
21827,2,429,baseline_2_late_learning,2.2796852505318386,0.025359250383562473,1
21830,2,429,early_learning_2_late_learning,0.35360606742823886,0.724588110282344,0
21835,2,430,baseline_2_early_learning,-0.22343525887675178,0.8237809106041144,0
21836,2,430,baseline_2_late_learning,0.9537278073104464,0.34316778285408955,0
21839,2,430,early_learning_2_late_learning,1.1160461534770105,0.2678288066265972,0
21844,2,431,baseline_2_early_learning,0.7871991711554325,0.43355075249971187,0
21845,2,431,baseline_2_late_learning,0.6431092850135259,0.5220393632585687,0
21848,2,431,early_learning_2_late_learning,-0.17735435198203753,0.8596898131193786,0
21853,2,432,baseline_2_early_learning,0.6119595984688716,0.5423442434551621,0
21854,2,432,baseline_2_late_learning,1.0233879970549251,0.3092879550490529,0
21857,2,432,early_learning_2_late_learning,0.3732561356728014,0.7099703216882658,0
21862,2,433,baseline_2_early_learning,0.49810111719262995,0.6198143246998062,0
21863,2,433,baseline_2_late_learning,1.2881044186065727,0.20151781584532646,0
21866,2,433,early_learning_2_late_learning,0.7693437049297197,0.4440128312942976,0
21871,2,434,baseline_2_early_learning,0.3734507284887203,0.7098260950525515,0
21872,2,434,baseline_2_late_learning,1.3818749905174361,0.17095508542593713,0
21875,2,434,early_learning_2_late_learning,0.725473139635243,0.47033287150936665,0
21880,2,435,baseline_2_early_learning,0.038134873796898665,0.9696775812055815,0
21881,2,435,baseline_2_late_learning,0.8823839812064764,0.38028048715656015,0
21884,2,435,early_learning_2_late_learning,0.6417054713839045,0.5229457927678326,0
21889,2,436,baseline_2_early_learning,0.30789328532437443,0.7589842168990177,0
21890,2,436,baseline_2_late_learning,1.254963969911668,0.21323895543587104,0
21893,2,436,early_learning_2_late_learning,0.9892283624365454,0.32561023501771025,0
21898,2,437,baseline_2_early_learning,1.422267095154269,0.1589354768564978,0
21899,2,437,baseline_2_late_learning,1.7643560804980225,0.08158709770319417,0
21902,2,437,early_learning_2_late_learning,0.20830037508672966,0.8355374020966936,0
21907,2,438,baseline_2_early_learning,-0.1413528711440035,0.8879556237476146,0
21908,2,438,baseline_2_late_learning,-0.25803930266712083,0.7970561934661826,0
21911,2,438,early_learning_2_late_learning,-0.0761443973248765,0.9394991873471512,0
21916,2,439,baseline_2_early_learning,1.3960052961669214,0.1666737061194312,0
21917,2,439,baseline_2_late_learning,0.9070170510220378,0.3671913964969781,0
21920,2,439,early_learning_2_late_learning,-0.48610390332746034,0.6282564046090466,0
21925,2,440,baseline_2_early_learning,2.790466312714222,0.006613468462192233,1
21926,2,440,baseline_2_late_learning,1.8906841936790693,0.062380176811953986,0
21929,2,440,early_learning_2_late_learning,-0.6042652228254789,0.5474209531715363,0
21934,2,441,baseline_2_early_learning,1.4368753426425516,0.15475264815245995,0
21935,2,441,baseline_2_late_learning,1.002286105547083,0.31930470203199285,0
21938,2,441,early_learning_2_late_learning,-0.5056155393175146,0.614552456866178,0
21943,2,442,baseline_2_early_learning,1.230050617879598,0.22237520627467164,0
21944,2,442,baseline_2_late_learning,0.2809352278025947,0.7795039459338717,0
21947,2,442,early_learning_2_late_learning,-0.830391889969582,0.4088517448784508,0
21952,2,443,baseline_2_early_learning,0.5852879882654971,0.5600435906035997,0
21953,2,443,baseline_2_late_learning,0.303344663716363,0.7624348411093231,0
21956,2,443,early_learning_2_late_learning,-0.29750514662867233,0.7668718066679128,0
21961,2,444,baseline_2_early_learning,0.5727782990792892,0.5684422974301762,0
21962,2,444,baseline_2_late_learning,0.47184654558438366,0.6383536379251151,0
21965,2,444,early_learning_2_late_learning,-0.12791793767247434,0.8985431437449094,0
21970,2,445,baseline_2_early_learning,1.4858373260922682,0.14135296380943382,0
21971,2,445,baseline_2_late_learning,1.300475886944836,0.197267257294847,0
21974,2,445,early_learning_2_late_learning,-0.3111574492332456,0.7565110004483954,0
21979,2,446,baseline_2_early_learning,-0.18924077552615554,0.8503956738236393,0
21980,2,446,baseline_2_late_learning,-0.8936748283456787,0.37424505741399383,0
21983,2,446,early_learning_2_late_learning,-0.539637761736161,0.5909841230585293,0
21988,2,447,baseline_2_early_learning,0.3206979029713264,0.7492969644861448,0
21989,2,447,baseline_2_late_learning,0.44880492056143473,0.6548168085799563,0
21992,2,447,early_learning_2_late_learning,0.10407242719144864,0.9173790095453969,0
21997,2,448,baseline_2_early_learning,-0.20695353701698552,0.8365854595677402,0
21998,2,448,baseline_2_late_learning,-0.3176248527495449,0.7516182533227338,0
22001,2,448,early_learning_2_late_learning,-0.11751041770172607,0.9067576574023248,0
22006,2,449,baseline_2_early_learning,-0.11253604609929577,0.9106875111667136,0
22007,2,449,baseline_2_late_learning,1.0228074135054679,0.30956068667522113,0
22010,2,449,early_learning_2_late_learning,1.1855956819585047,0.23938132576694113,0
22015,2,450,baseline_2_early_learning,-1.2312876537138793,0.22191492101607022,0
22016,2,450,baseline_2_late_learning,0.21681656758493315,0.8289173946666819,0
22019,2,450,early_learning_2_late_learning,1.3917733351327108,0.16794725326311102,0
22024,2,451,baseline_2_early_learning,-1.1992694536211392,0.2340536841680368,0
22025,2,451,baseline_2_late_learning,-0.5122876302482285,0.6098972956427131,0
22028,2,451,early_learning_2_late_learning,0.7154631155604249,0.4764591954542736,0
22033,2,452,baseline_2_early_learning,-1.1851131746371486,0.23957090235326342,0
22034,2,452,baseline_2_late_learning,0.32169963291358694,0.7485407869720594,0
22037,2,452,early_learning_2_late_learning,1.548604965528963,0.12552479515006842,0
22042,2,453,baseline_2_early_learning,0.2718308794845286,0.7864702721120944,0
22043,2,453,baseline_2_late_learning,0.07124373896573953,0.943386126622629,0
22046,2,453,early_learning_2_late_learning,-0.1969889911132056,0.8443485514571281,0
22051,2,454,baseline_2_early_learning,0.35423960749080735,0.7241151818528859,0
22052,2,454,baseline_2_late_learning,0.2370734578686209,0.8132213514351139,0
22055,2,454,early_learning_2_late_learning,-0.12660229242856819,0.8995809719113184,0
22060,2,455,baseline_2_early_learning,-1.342073735647089,0.18346570287816105,0
22061,2,455,baseline_2_late_learning,-0.16132250547060392,0.8722565241721735,0
22064,2,455,early_learning_2_late_learning,1.109434321755421,0.27065168499647063,0
22069,2,456,baseline_2_early_learning,-0.6375238602692116,0.5256506936559214,0
22070,2,456,baseline_2_late_learning,0.1628446736253805,0.8710618929483105,0
22073,2,456,early_learning_2_late_learning,0.8176286293485461,0.4160598877611025,0
22078,2,457,baseline_2_early_learning,-0.7155260987941778,0.47642050970369343,0
22079,2,457,baseline_2_late_learning,-0.5597620379978613,0.577245756114452,0
22082,2,457,early_learning_2_late_learning,0.16664126289258813,0.8680835579759115,0
22087,2,458,baseline_2_early_learning,-1.8228776584043045,0.072153729027733,0
22088,2,458,baseline_2_late_learning,-0.8494839996317847,0.39821185286442806,0
22091,2,458,early_learning_2_late_learning,1.1160939480245398,0.26780847641607725,0
22096,2,459,baseline_2_early_learning,-1.5709731301323726,0.1202368490867379,0
22097,2,459,baseline_2_late_learning,-1.1137204288106295,0.26881939903310215,0
22100,2,459,early_learning_2_late_learning,0.6502911357569343,0.5174150227126937,0
22105,2,460,baseline_2_early_learning,0.9494114312259092,0.3453438390122938,0
22106,2,460,baseline_2_late_learning,1.7013761810319474,0.09285571199389897,0
22109,2,460,early_learning_2_late_learning,0.5959560421278071,0.5529300880307171,0
22114,2,461,baseline_2_early_learning,-0.6100555135856176,0.5435983178618017,0
22115,2,461,baseline_2_late_learning,-0.41350790484844097,0.6803692307431546,0
22118,2,461,early_learning_2_late_learning,0.17522705304696606,0.8613553061593321,0
22123,2,462,baseline_2_early_learning,-0.9991000838893042,0.32083565711891326,0
22124,2,462,baseline_2_late_learning,0.08867095966814435,0.9295706863050119,0
22127,2,462,early_learning_2_late_learning,1.0779534727797697,0.2843769608530925,0
22132,2,463,baseline_2_early_learning,-0.7166547697703527,0.47572755148993284,0
22133,2,463,baseline_2_late_learning,-0.1798904908236375,0.8577050651837625,0
22136,2,463,early_learning_2_late_learning,0.5398134272857622,0.5908635397224078,0
22141,2,464,baseline_2_early_learning,1.0504853274532677,0.2967388483602584,0
22142,2,464,baseline_2_late_learning,0.5235366460203149,0.6020851668869156,0
22145,2,464,early_learning_2_late_learning,-0.552744294150158,0.5820191698139047,0
22150,2,465,baseline_2_early_learning,-3.8496756397393446,0.00024074432098170298,1
22151,2,465,baseline_2_late_learning,-2.9675747423954397,0.003984135065102505,1
22154,2,465,early_learning_2_late_learning,0.588258184591676,0.5580585155608248,0
22159,2,466,baseline_2_early_learning,-2.1399329409783188,0.03548608868006553,1
22160,2,466,baseline_2_late_learning,-0.9849928340814902,0.32767316764842247,0
22163,2,466,early_learning_2_late_learning,1.1361971303005665,0.25935294853588853,0
22168,2,467,baseline_2_early_learning,-1.3561600467676236,0.17896119725670734,0
22169,2,467,baseline_2_late_learning,-0.613525446160112,0.5413140428288222,0
22172,2,467,early_learning_2_late_learning,0.8062136413183916,0.4225709211097921,0
22177,2,468,baseline_2_early_learning,-4.1580137435984055,8.172394904301701e-05,1
22178,2,468,baseline_2_late_learning,-1.296840551715207,0.19850927854744188,0
22181,2,468,early_learning_2_late_learning,2.912837356846406,0.0046697618372028285,1
22186,2,469,baseline_2_early_learning,-3.9414853954324367,0.00017538285231931132,1
22187,2,469,baseline_2_late_learning,-2.0663348968144777,0.04211614379540447,1
22190,2,469,early_learning_2_late_learning,2.236845605920945,0.02815221016251554,1
22195,2,470,baseline_2_early_learning,-1.1817190175536438,0.24090751258873036,0
22196,2,470,baseline_2_late_learning,-1.6759577484380632,0.09775074131823619,0
22199,2,470,early_learning_2_late_learning,-0.5290700171641298,0.5982593377863166,0
22204,2,471,baseline_2_early_learning,-3.7657387246518796,0.0003203905744295518,1
22205,2,471,baseline_2_late_learning,-1.5431414014366416,0.12684408588219065,0
22208,2,471,early_learning_2_late_learning,2.1349992258289823,0.03590031490919184,1
22213,2,472,baseline_2_early_learning,-1.4132300643361495,0.16156641818114553,0
22214,2,472,baseline_2_late_learning,-1.7203028601756016,0.08934264361868605,0
22217,2,472,early_learning_2_late_learning,-0.44331608140342,0.658764327458282,0
22222,2,473,baseline_2_early_learning,-2.6434734948439353,0.009915594959714502,1
22223,2,473,baseline_2_late_learning,-1.1065711052536655,0.27188054452776744,0
22226,2,473,early_learning_2_late_learning,1.2470344635592219,0.21611642218529412,0
22231,2,474,baseline_2_early_learning,-3.1899728335890396,0.0020499385694720176,1
22232,2,474,baseline_2_late_learning,-2.166903642255329,0.033294375622032885,1
22235,2,474,early_learning_2_late_learning,0.7754884025556007,0.44039597797171226,0
22240,2,475,baseline_2_early_learning,-0.09691249879482003,0.923044467185167,0
22241,2,475,baseline_2_late_learning,-1.9238777291033793,0.05801803886476313,0
22244,2,475,early_learning_2_late_learning,-1.7639328896787023,0.08165886321990111,0
22249,2,476,baseline_2_early_learning,-3.098550318701931,0.0027038780264671738,1
22250,2,476,baseline_2_late_learning,-1.39829946153012,0.16598641035288278,0
22253,2,476,early_learning_2_late_learning,1.8506921843483695,0.0679998722402638,0
22258,2,477,baseline_2_early_learning,-3.451519689431332,0.0009030817294882057,1
22259,2,477,baseline_2_late_learning,-2.1521855626347848,0.03447531388406271,1
22262,2,477,early_learning_2_late_learning,1.0837537145973999,0.28181267716583897,0
22267,2,478,baseline_2_early_learning,-2.4683361301193005,0.01576238858502716,1
22268,2,478,baseline_2_late_learning,-1.8067725381633446,0.07465427776961527,0
22271,2,478,early_learning_2_late_learning,0.5835079776836627,0.5612348971201362,0
22276,2,479,baseline_2_early_learning,-2.832915478514189,0.005867881714771291,1
22277,2,479,baseline_2_late_learning,-2.1275793475483495,0.03653118670501864,1
22280,2,479,early_learning_2_late_learning,0.5050566451032755,0.6149431239716039,0
22285,2,480,baseline_2_early_learning,-2.289759022801504,0.024739097449784288,1
22286,2,480,baseline_2_late_learning,-2.9732261093878596,0.003918925236104828,1
22289,2,480,early_learning_2_late_learning,-0.8557422280419686,0.39476151988292607,0
22294,2,481,baseline_2_early_learning,-1.5674082010492754,0.12106750665907937,0
22295,2,481,baseline_2_late_learning,-0.8243002248985879,0.4122825610194255,0
22298,2,481,early_learning_2_late_learning,0.5399061983357197,0.5907998628947465,0
22303,2,482,baseline_2_early_learning,-2.686360396388426,0.00882362517391666,1
22304,2,482,baseline_2_late_learning,-1.770886631534134,0.08048623244289606,0
22307,2,482,early_learning_2_late_learning,0.6719721614085474,0.503586978235429,0
22312,2,483,baseline_2_early_learning,-0.7740100056951811,0.4412646059323153,0
22313,2,483,baseline_2_late_learning,-2.811259667708141,0.006238023590885802,1
22316,2,483,early_learning_2_late_learning,-2.084983328251081,0.040342319113528535,1
22321,2,484,baseline_2_early_learning,-3.8312832106849606,0.0002563836802464246,1
22322,2,484,baseline_2_late_learning,-3.2065851251824653,0.0019482889745253166,1
22325,2,484,early_learning_2_late_learning,0.26155744227253164,0.7943520912167907,0
22330,2,485,baseline_2_early_learning,-0.17906801390161878,0.8583486246783787,0
22331,2,485,baseline_2_late_learning,0.45305174892042105,0.6517692591315758,0
22334,2,485,early_learning_2_late_learning,0.5484015626990327,0.5849824466008695,0
22339,2,486,baseline_2_early_learning,-0.7807491072864393,0.4373131835162908,0
22340,2,486,baseline_2_late_learning,-2.1534344036704858,0.03437371290462023,1
22343,2,486,early_learning_2_late_learning,-1.2683771774297958,0.2084358959988071,0
22348,2,487,baseline_2_early_learning,-1.3755628972610818,0.17289452077257605,0
22349,2,487,baseline_2_late_learning,-1.0379792871720943,0.302486778972623,0
22352,2,487,early_learning_2_late_learning,0.07124311310063541,0.9433866231150412,0
22357,2,488,baseline_2_early_learning,-1.578359465677495,0.11853025000140997,0
22358,2,488,baseline_2_late_learning,-1.7112259069931237,0.09101360359808022,0
22361,2,488,early_learning_2_late_learning,-0.17547560620581507,0.8611606777267771,0
22366,2,489,baseline_2_early_learning,-1.1919204869040356,0.236906283669358,0
22367,2,489,baseline_2_late_learning,-1.5996878704988933,0.11371085436752348,0
22370,2,489,early_learning_2_late_learning,-0.38482954769628547,0.7014110216961194,0
22375,2,490,baseline_2_early_learning,-1.2121782230436404,0.22910319481654723,0
22376,2,490,baseline_2_late_learning,-0.5270437765022193,0.5996589958562873,0
22379,2,490,early_learning_2_late_learning,0.7360477692741307,0.4639094421118769,0
22384,2,491,baseline_2_early_learning,-1.522849047981975,0.1318406240074536,0
22385,2,491,baseline_2_late_learning,-1.8654142809784922,0.06588361514711946,0
22388,2,491,early_learning_2_late_learning,-0.1755303825622507,0.861117786502618,0
22393,2,492,baseline_2_early_learning,-2.4932300545060535,0.014776293211218839,1
22394,2,492,baseline_2_late_learning,-0.7403591117342615,0.4613049264042297,0
22397,2,492,early_learning_2_late_learning,1.6780460324200155,0.09734081370911901,0
22402,2,493,baseline_2_early_learning,-1.386543401667646,0.16953139944780965,0
22403,2,493,baseline_2_late_learning,-0.3353999787697373,0.7382238077327978,0
22406,2,493,early_learning_2_late_learning,1.039825278575613,0.30163362095360774,0
22411,2,494,baseline_2_early_learning,-2.6037585731556296,0.011034762523080726,1
22412,2,494,baseline_2_late_learning,-1.9078272494979538,0.06009395989066425,0
22415,2,494,early_learning_2_late_learning,0.6533896814158373,0.5154265864531906,0
22420,2,495,baseline_2_early_learning,-0.13102756294670112,0.8960908659777106,0
22421,2,495,baseline_2_late_learning,-0.31357781497864085,0.7546787578352772,0
22424,2,495,early_learning_2_late_learning,-0.1694275829011017,0.8658989665352061,0
22429,2,496,baseline_2_early_learning,-2.4971696899422007,0.014625419431214122,1
22430,2,496,baseline_2_late_learning,-1.1651447629955096,0.24751130622109455,0
22433,2,496,early_learning_2_late_learning,1.4009906091647955,0.16518295681345632,0
22438,2,497,baseline_2_early_learning,-2.603191114988241,0.01105155123129532,1
22439,2,497,baseline_2_late_learning,-0.20202321692360167,0.8404245536307103,0
22442,2,497,early_learning_2_late_learning,1.9971368767551303,0.049298063314342465,1
22447,2,498,baseline_2_early_learning,-0.04128125213595216,0.9671771660425548,0
22448,2,498,baseline_2_late_learning,1.7974641106066154,0.07613216694601312,0
22451,2,498,early_learning_2_late_learning,1.8891828644150654,0.062583842997169,0
22456,2,499,baseline_2_early_learning,-1.994270388396484,0.049616908697895944,1
22457,2,499,baseline_2_late_learning,0.05223967871761713,0.9584712744533497,0
22460,2,499,early_learning_2_late_learning,2.118259656190741,0.03733721337460664,1
22465,2,500,baseline_2_early_learning,0.9461147874203898,0.3470118340149322,0
22466,2,500,baseline_2_late_learning,0.029161049109118105,0.9768106306729164,0
22469,2,500,early_learning_2_late_learning,-0.7894829335842071,0.4322231823279483,0
22474,2,501,baseline_2_early_learning,-0.1297874036811527,0.8970687465054596,0
22475,2,501,baseline_2_late_learning,-0.995165091496856,0.3227332467298203,0
22478,2,501,early_learning_2_late_learning,-0.8052544922498336,0.423120771080171,0
22483,2,502,baseline_2_early_learning,-0.9820531328788086,0.3291100341212624,0
22484,2,502,baseline_2_late_learning,-0.5186647877206815,0.6054628955481968,0
22487,2,502,early_learning_2_late_learning,0.38004812254054027,0.7049425951372545,0
22492,2,503,baseline_2_early_learning,0.41474199354953734,0.6794692819340117,0
22493,2,503,baseline_2_late_learning,0.9403838632613596,0.34992391415338686,0
22496,2,503,early_learning_2_late_learning,0.6976645011089457,0.48746152463898396,0
22501,2,504,baseline_2_early_learning,0.29362911420595417,0.769821201129592,0
22502,2,504,baseline_2_late_learning,0.764574835847233,0.44683172945523,0
22505,2,504,early_learning_2_late_learning,0.4483869786072609,0.6551170444028465,0
22510,2,505,baseline_2_early_learning,-1.0435490537196384,0.29991758498398713,0
22511,2,505,baseline_2_late_learning,-0.409940556552587,0.6829732960188787,0
22514,2,505,early_learning_2_late_learning,0.5979302065466757,0.5516186754014492,0
22519,2,506,baseline_2_early_learning,-1.6077046469381646,0.11194055574046302,0
22520,2,506,baseline_2_late_learning,-0.1919628299615242,0.8482701950347395,0
22523,2,506,early_learning_2_late_learning,1.1001811876393313,0.27463705005585975,0
22528,2,507,baseline_2_early_learning,-0.7754754317706535,0.4404035945716114,0
22529,2,507,baseline_2_late_learning,-1.1917756809048492,0.2369627426098188,0
22532,2,507,early_learning_2_late_learning,-0.23653402119300077,0.8136383745838888,0
22537,2,508,baseline_2_early_learning,-2.0859141719752254,0.04025549554397182,1
22538,2,508,baseline_2_late_learning,0.41289681938603034,0.6808150316030277,0
22541,2,508,early_learning_2_late_learning,2.2753008139404707,0.02563341698994241,1
22546,2,509,baseline_2_early_learning,-2.794437192689169,0.006540208277891332,1
22547,2,509,baseline_2_late_learning,-0.7807325235491822,0.4373228817185161,0
22550,2,509,early_learning_2_late_learning,1.2424157436265244,0.2178055469143266,0
22555,2,510,baseline_2_early_learning,2.4712320519805817,0.01564471889534016,1
22556,2,510,baseline_2_late_learning,0.6874707557411777,0.49382528777832646,0
22559,2,510,early_learning_2_late_learning,-1.693296621295579,0.0943894387712062,0
22564,2,511,baseline_2_early_learning,-0.295822135024904,0.7681520428949633,0
22565,2,511,baseline_2_late_learning,-1.6644556425685302,0.10003385719500558,0
22568,2,511,early_learning_2_late_learning,-1.2051317654701197,0.23179600183747331,0
22573,2,512,baseline_2_early_learning,-0.16879584615166965,0.8663941836614178,0
22574,2,512,baseline_2_late_learning,0.20870162315294213,0.8352252237701764,0
22577,2,512,early_learning_2_late_learning,0.36602392691036767,0.7153380994770304,0
22582,2,513,baseline_2_early_learning,-0.02083480401427905,0.9834306402471696,0
22583,2,513,baseline_2_late_learning,-0.9310361467717101,0.35470762351659424,0
22586,2,513,early_learning_2_late_learning,-0.7631165792897466,0.44769577872159894,0
22591,2,514,baseline_2_early_learning,-0.9457779471857319,0.3471825580809169,0
22592,2,514,baseline_2_late_learning,0.1864340205923206,0.8525884506514039,0
22595,2,514,early_learning_2_late_learning,0.9982428467359448,0.3212484121901864,0
22600,2,515,baseline_2_early_learning,0.2382467703551026,0.8123144834530858,0
22601,2,515,baseline_2_late_learning,1.5435535097031698,0.12674419171248144,0
22604,2,515,early_learning_2_late_learning,1.3188870387640457,0.19106597821424315,0
22609,2,516,baseline_2_early_learning,1.3406199491426882,0.18393542490817238,0
22610,2,516,baseline_2_late_learning,-0.7141193491961026,0.4772849854906904,0
22613,2,516,early_learning_2_late_learning,-1.9581280572901292,0.05379068204312626,0
22618,2,517,baseline_2_early_learning,-0.4361288594663565,0.6639479822449799,0
22619,2,517,baseline_2_late_learning,-1.1904194989681476,0.23749197989212903,0
22622,2,517,early_learning_2_late_learning,-0.7543756206014176,0.45289523789716246,0
22627,2,518,baseline_2_early_learning,-1.0848464996271068,0.28133135295327955,0
22628,2,518,baseline_2_late_learning,-1.4711384052060021,0.14527668448458853,0
22631,2,518,early_learning_2_late_learning,-0.6862642520349885,0.49458147381472795,0
22636,2,519,baseline_2_early_learning,1.6551857847070952,0.10190526107559603,0
22637,2,519,baseline_2_late_learning,0.7705633133365705,0.44329358098884897,0
22640,2,519,early_learning_2_late_learning,-0.8157914857194511,0.4171036881228354,0
22645,2,520,baseline_2_early_learning,0.011070124316384765,0.991195764633604,0
22646,2,520,baseline_2_late_learning,0.21278118506616295,0.8320527606850432,0
22649,2,520,early_learning_2_late_learning,0.20171910486169517,0.8406614844121918,0
22654,2,521,baseline_2_early_learning,-0.5348084532246982,0.5943036475614868,0
22655,2,521,baseline_2_late_learning,-1.0321484158868341,0.3051923586284737,0
22658,2,521,early_learning_2_late_learning,-0.584809312544385,0.5603638307298737,0
22663,2,522,baseline_2_early_learning,-0.6130530990773808,0.5416247038999416,0
22664,2,522,baseline_2_late_learning,-0.7333073294544836,0.4655692930203522,0
22667,2,522,early_learning_2_late_learning,-0.050464406879122986,0.9598813194780942,0
22672,2,523,baseline_2_early_learning,-1.1965802778609267,0.23509463198775457,0
22673,2,523,baseline_2_late_learning,-0.4374316636201257,0.663007131663431,0
22676,2,523,early_learning_2_late_learning,0.7271280908634897,0.46932429838620604,0
22681,2,524,baseline_2_early_learning,0.24785410273209496,0.8048986124156905,0
22682,2,524,baseline_2_late_learning,-0.5473819903915653,0.5856791897938138,0
22685,2,524,early_learning_2_late_learning,-0.7729462199250831,0.44189024875737426,0
22690,2,525,baseline_2_early_learning,-1.3132414141915318,0.19295180578802656,0
22691,2,525,baseline_2_late_learning,-0.09436125048657226,0.9250641784070655,0
22694,2,525,early_learning_2_late_learning,1.0462674266101475,0.2986690689461866,0
22699,2,526,baseline_2_early_learning,1.1402896005161127,0.2576549709085935,0
22700,2,526,baseline_2_late_learning,-0.5259499665029634,0.6004151901286293,0
22703,2,526,early_learning_2_late_learning,-1.6052738317503201,0.11247498251657709,0
22708,2,527,baseline_2_early_learning,-1.263063280986179,0.21032907148443433,0
22709,2,527,baseline_2_late_learning,-0.8754579938072362,0.3840127150644166,0
22712,2,527,early_learning_2_late_learning,0.3910936664699483,0.6967942687153167,0
22717,2,528,baseline_2_early_learning,0.7742095523838409,0.4411473044590152,0
22718,2,528,baseline_2_late_learning,-0.8890723002501966,0.3766979747380842,0
22721,2,528,early_learning_2_late_learning,-1.6091458917414203,0.11162465625509635,0
22726,2,529,baseline_2_early_learning,0.9623948815301103,0.3388253977258803,0
22727,2,529,baseline_2_late_learning,0.3986135164985648,0.6912671176218441,0
22730,2,529,early_learning_2_late_learning,-0.4422842296004411,0.6595075129264933,0
22735,2,530,baseline_2_early_learning,-1.2020497900614844,0.23298095373616132,0
22736,2,530,baseline_2_late_learning,-1.6584424112957328,0.10124460034529788,0
22739,2,530,early_learning_2_late_learning,-0.47837907375729516,0.6337185820095164,0
22744,2,531,baseline_2_early_learning,-2.7366430392863985,0.007683463833167916,1
22745,2,531,baseline_2_late_learning,-1.7787849061151615,0.07917126822184642,0
22748,2,531,early_learning_2_late_learning,0.9675545474577301,0.33625744038826355,0
22753,2,532,baseline_2_early_learning,0.40962018311567433,0.6832073486305441,0
